Number,Journal tittle,Platform,Country,Publishers Name,Language,Thematic area,African Index Medicus,Medline (Medicine and Health Journals),Indexed on Google Scholar,Impact Factor,Scopus,H-Index,Eigenfactor,Eigenfactor metrix,Source Normalized Impact per Paper (SNIP),SNIP metrix,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online,Column1
1009,The Social Work Practitioner-Researcher,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1010,South Africa Business Guidebook,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1011,South Africa Rural Development Quarterly,SABINET Journal repository,South Africa,Development Bank of Southern Africa,English,Business and Finance,0,,0,,0,,0,,0,,1,0,1,0,1,0,
1012,South African Computer Journal,SABINET Journal repository,South Africa,South African Computer Society (SAICSIT),English,Science and Technology,0,,0,,1,9,0,,0,,0,0,1,0,1,0,
1013,South African Dental Journal,SABINET Journal repository,South Africa,South African Dental Association (SADA),English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
1014,South African Food Review,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,1,1,0,,0,,0,,0,0,1,0,1,0,
1015,South African General Practitioner,SABINET Journal repository,South Africa,Medpharm Publications,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,0,
1016,South African Geographical Journal = Suid-Afrikaanse Geografiese Tydskrif,SABINET Journal repository,South Africa,Taylor & Francis,English,Science and Technology,0,,1,20,0,,0,,0,,0,0,0,0,1,0,
1017,South African Health Review,SABINET Journal repository,South Africa,Health Systems Trust (HST),English,Medicine and Health,1,1,1,,0,,0,,0,,1,0,1,0,1,0,
1018,South African Historical Journal,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,1,8,1,19,1,0.1,0,,0,0,1,1,0,0,
1019,South African Intellectual Property Law Journal,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1020,South African Journal of Agricultural Science,SABINET Journal repository,South Africa, Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1021,South African Journal of Art History,SABINET Journal repository,South Africa,South African Journal of Art History,English,Social Sciences and Humanities,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
1022,South African Journal of Business Management,SABINET Journal repository,South Africa,AOSIS,English,Business and Finance,0,,1,20,1,20,1,<0.1,1,0.66,0,0,1,1,1,0,
1023,South African Journal of Chemical Engineering,SABINET Journal repository,South Africa,South African Institution of Chemical Engineers (SAIChE),English,Science and Technology,0,,1,35,1,29,0,,1,1.55,1,1,1,1,1,0,
1024,South African Journal of Childhood Education,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,1,20,1,6,0,,1,0.8,0,0,1,1,1,0,
1025,South African Journal of Communication Disorders,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,1,14,1,14,0,,1,0.86,0,0,1,1,1,0,
1026,South African Journal of Criminal Justice,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
1027,South African Journal of Diabetes,SABINET Journal repository,South Africa,Clinics Cardive Publishing,English,Medicine and Health,1,0,0,,0,,0,,0,,0,0,0,0,1,0,
1028,South African Journal of Diabetes and Vascular Disease,SABINET Journal repository,South Africa,Clinics Cardive Publishing,English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,1,0,1,0,
1029,South African Journal of Economic and Management Sciences,SABINET Journal repository,South Africa,AOSIS,English,Business and Finance,0,,1,28,1,24,1,<0.1,1,0.64,0,0,1,0,1,0,
1030,South African Journal of Economic History,SABINET Journal repository,South Africa,Taylor & Francis,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,1,0,0,
1031,South African Journal of Environmental Law and Policy,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1032,South African Journal of Environmental Law and Policy - latest Issue,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1033,South African Journal of Ethnology,SABINET Journal repository,South Africa,Anthropology Southern Africa,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1034,South African Journal of Geology,SABINET Journal repository,South Africa,Geological Society of South Africa,English,Science and Technology,0,,1,16,1,53,1,<0.1,1,0.65,0,0,1,0,1,0,
1035,South African Journal of Industrial Engineering,SABINET Journal repository,South Africa,South African Institute of Industrial Engineers (SAIIE),English,Science and Technology,0,,1,21,1,20,1,<0.1,1,0.41,0,0,1,0,1,0,
1036,South African Journal of Information Management,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,1,23,0,,0,,0,,0,0,1,1,1,0,
1037,South African Journal of Labour Relations,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1038,South African Journal of Libraries and Information Science,SABINET Journal repository,South Africa,Library and Information Association of South Africa (LIASA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,1,1,0,1,0,
1039,South African Journal of Philosophy = Suid-Afrikaanse Tydskrif vir Wysbegeerte,SABINET Journal repository,South Africa,Taylor & Francis,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1040,South African Journal of Physiotherapy,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,1,1,16,0,,0,,1,0.92,0,0,1,1,1,0,
1041,South African Journal of Psychology,SABINET Journal repository,South Africa,SAGE Publishing,English,Medicine and Health,0,1,1,25,1,39,1,<0.1,1,1.01,0,0,1,1,0,0,
1042,South African Journal of Wildlife Research - 04-month delayed open access,SABINET Journal repository,South Africa,Southern African Wildlife Management Association (SAWMA),English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1043,South African Journal on Human Rights,SABINET Journal repository,South Africa,Taylor & Francis,English,Social Sciences and Humanities,0,,1,10,1,14,0,,0,,0,0,1,1,0,0,
1044,South African Law Journal,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,1,5,1,3,0,,0,,0,0,1,0,1,0,
1045,South African Museums Association Bulletin,SABINET Journal repository,South Africa,South African Museums Association (SAMA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1046,South African Ophthalmology Journal,SABINET Journal repository,South Africa,New Media,English,Medicine and Health,0,0,1,3,0,,0,,0,,0,0,1,0,1,0,
1047,South African Orthopaedic Journal,SABINET Journal repository,South Africa,,English,Medicine and Health,0,1,1,3,0,,0,,0,,0,0,1,0,1,0,
1048,South African Pharmaceutical and Cosmetic Review,SABINET Journal repository,South Africa,New Media,English,Medicine and Health,0,0,1,1,0,,0,,0,,0,0,1,0,1,0,
1049,South African Psychiatry Review,SABINET Journal repository,South Africa,In House Publications,English,Medicine and Health,1,1,0,,1,11,0,,0,,0,0,1,0,1,0,
1050,South African Radiographer,SABINET Journal repository,South Africa,Society of Radiographers of South Africa (SORSA),English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
1051,South African Statistical Journal,SABINET Journal repository,South Africa,South African Statistical Association (SASA),English,Social Sciences and Humanities,0,,0,,1,11,0,,0,,0,0,1,0,1,0,
1052,South African Yearbook of International Law,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1053,South African Yearbook of International Law,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1054,Southern African Field Archaeology,SABINET Journal repository,South Africa,Albany Museum,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1055,Southern African Forestry Journal,SABINET Journal repository,South Africa,South African Institute of Forestry (SAIF),English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,1,0,0,
1056,Southern African Humanities,SABINET Journal repository,South Africa,Council of the Natal Museum,English,Social Sciences and Humanities,0,,0,,1,22,0,,0,,0,0,1,0,1,0,
1057,Southern African Journal for Folklore Studies,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1058,Southern African Journal of Accountability and Auditing Research,SABINET Journal repository,South Africa,Southern African Institute of Government Auditors (SAIGA),English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1059,Southern African Journal of Demography,SABINET Journal repository,South Africa,Population Association of Southern Africa,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1060,The Southern African Journal of Entrepreneurship and Small Business Management,SABINET Journal repository,South Africa,AOSIS,English,Business and Finance,0,,0,,1,4,0,,0,,0,0,1,1,1,0,
1061,Southern African Journal of Epidemiology and Infection,SABINET Journal repository,South Africa,Medpharm Publications,English,Medicine and Health,1,1,0,,1,2,0,,0,,1,0,1,1,1,0,
1062,Southern African Journal of Gynaecological Oncology,SABINET Journal repository,South Africa,,English,Medicine and Health,0,1,0,,0,,0,,0,,1,1,1,0,1,0,
1063,Southern African Journal of Infectious Diseases,SABINET Journal repository,South Africa,,English,Medicine and Health,1,1,1,12,0,,0,,0,,0,0,1,1,1,0,
1064,The Southern African Journal of Information and Communication,SABINET Journal repository,South Africa,University of the Witwatersrand,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1065,Southern African Journal of Public Health incorporating Strengthening Health Systems,SABINET Journal repository,South Africa,South African Medical Association NPC,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,0,0,1,0,
1066,Southern African Journal of Social Work and Social Development,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,1,,1,6,0,,1,0.24,0,0,1,0,1,0,
1067,Southern African Public Law,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1068,Southern African Review of Education with Education with Production,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1069,Southern Journal for Contemporary History,SABINET Journal repository,South Africa,University of the Free State,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,0,0,1,0,
1070,The Specialist Forum,SABINET Journal repository,South Africa,New Media,English,Medicine and Health,0,0,1,2,0,,0,,0,,0,0,1,0,1,0,
1071,Specifier,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,1,0,0,0,1,0,
1072,Stads- en Streeksbeplanning = Town and Regional Planning,SABINET Journal repository,South Africa,University of the Free State,English and Afrikaans,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1073,Stellenbosch Law Review,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,1,4,0,,0,,0,,0,0,1,0,1,0,
1074,Stellenbosch Theological Journal,SABINET Journal repository,South Africa,University of Stellenbosch,English,Social Sciences and Humanities,0,,1,8,0,,0,,0,,0,0,1,0,1,0,
1075,Stilet : Tydskrif van die Afrikaanse Letterkundevereniging,SABINET Journal repository,South Africa,Afrikaanse Letterkundevereniging (ALV),Afrikaans,Social Sciences and Humanities,0,,1,2,0,,0,,0,,0,0,0,0,1,0,
1076,Stockfarm,SABINET Journal repository,South Africa,Plaas Media,English,Science and Technology,0,,1,2,0,,0,,0,,0,0,1,0,1,0,
1077,Studies in Economics and Econometrics,SABINET Journal repository,South Africa,,English,Business and Finance,0,,0,,1,9,0,,0,,0,0,1,0,1,0,
1078,Suid-Afrikaanse Tydskrif vir Natuurwetenskap en Tegnologie,SABINET Journal repository,South Africa,Suid-Afrikaanse Akademie vir Wetenskap en Kuns,English and Afrikaans,Science and Technology,0,,1,4,0,,0,,0,,0,0,1,1,1,0,
1079,Tanzania Zamani,SABINET Journal repository,Tanzania,"Historical Association of Tanzania/History Department, University of Dar-es-Salaam",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1080,Tax Breaks,SABINET Journal repository,South Africa,Bellan Media (Pty) Ltd,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1081,Tax Professional,SABINET Journal repository,South Africa,South African Institute of Professional Accountants (SAIPA),English,Business and Finance,0,,0,,0,,0,,0,,1,0,0,0,1,0,
1082,TAXtalk,SABINET Journal repository,South Africa,TaxTalk,English,Business and Finance,0,,1,2,0,,0,,0,,0,0,1,0,1,0,
1083,TD : The Journal for Transdisciplinary Research in Southern Africa,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,1,17,0,,0,,0,,0,0,0,0,1,0,
1084,TFM Magazine,SABINET Journal repository,South Africa,The BEE Chamber,English,Business and Finance,0,,1,1,0,,0,,0,,0,0,1,0,1,0,
1085,Theologia Viatorum,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1086,Track Two : Constructive Approaches to Community and Political Conflict,SABINET Journal repository,South Africa,University of Cape Town,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
1087,Transactions of the Centre for Business Law,SABINET Journal repository,South Africa,University of the Free State,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1088,Transactions of the Royal Society of South Africa,SABINET Journal repository,South Africa,Taylor & Francis,English,Science and Technology,0,,1,14,1,27,0,,1,0.82,0,0,1,1,0,0,
1089,Transformation in Higher Education,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,0,,1,3,0,,0,,0,0,1,1,1,0,
1090,Transport World Africa,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1091,Transvaal Agricultural Journal,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1092,Transvaal Museum Memoirs,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1093,Transvaal Museum Monographs,SABINET Journal repository,South Africa,The Transvaal Museum,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1094,TricTrac: Journal of World Mythology and Folklore,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1095,Tydskrif vir Geesteswetenskappe,SABINET Journal repository,South Africa,Suid-Afrikaanse Akademie vir Wetenskap en Kuns,English and Afrikaans,Social Sciences and Humanities,0,,1,7,1,7,1,<0.1,0,,0,0,1,0,1,0,
1096,Tydskrif vir Nederlands en Afrikaans,SABINET Journal repository,South Africa,Suider-Afrikaanse Vereniging vir Neerlandistiek,"English, Afrikaans and Dutch",Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1097,Ubisi Mail,SABINET Journal repository,South Africa,Agri Connect (Pty) Ltd,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
1098,Ubuntu : Journal of Conflict and Social Transformation,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1099,Unisa Psychologia,SABINET Journal repository,South Africa,UNISA Press,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
1100,Universitas,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,1,<0.1,0,,0,0,1,0,1,0,
1101,Veeplaas,SABINET Journal repository,South Africa,Plaas Media,Afrikaans,Science and Technology,0,,1,,0,,0,,0,,0,0,1,0,1,0,
1102,Veld & Flora,SABINET Journal repository,South Africa,Botanical Society of South Africa,English,Science and Technology,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
1103,Verbum et Ecclesia,SABINET Journal repository,South Africa,AOSIS,English and Afrikaans,Social Sciences and Humanities,0,,1,17,1,12,0,,1,0.66,0,0,1,1,1,0,
1104,Vir die Musiekleier,SABINET Journal repository,South Africa,Suider-Afrikaanse Kerk- en Konsertorreliste Vereniging (SAKOV) / Southern African Church and Concert Organists Society,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
1105,WAJIBU,SABINET Journal repository,Ethiopia,Dr. Gerald J. Wanjohi,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1106,Walia,SABINET Journal repository,Ethiopia,Ethiopian Wildlife and Natural History Society,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
1107,Water Wheel,SABINET Journal repository,South Africa,Water Research Commission (WRC),English,Science and Technology,0,,1,4,1,6,0,,0,,1,0,1,0,1,0,
